Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
LG,LG V39,166,3.2,397,2154,67,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,No,No,13,3.0,10.5,Yes,Yes,Yes,No,396
Dreame,Dreame X71,174,5.7,503,2833,64,Yes,Yes,No,Camera,Yes,No,No,Yes,Yes,17,4.7,8.6,Yes,Yes,No,Yes,750
LG,LG V48,178,2.8,521,1556,63,Yes,No,Yes,Camera,No,Yes,No,Yes,Yes,17,2.9,10.3,No,No,Yes,No,829
Xiaomi,Xiaomi V64 Pro,99,5.9,422,3849,62,Yes,No,Yes,Lidar+Camera,No,Yes,No,No,No,15,3.4,7.6,Yes,No,No,Yes,665
Eufy,Eufy R87 Max,147,5.6,682,5261,65,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,7,3.9,10.1,No,Yes,No,Yes,845
Ecovacs,Ecovacs V35,83,2.9,576,2903,62,Yes,No,Yes,Lidar,No,No,No,No,Yes,20,5.2,8.0,No,No,No,No,581
Eufy,Eufy V21,171,3.6,691,1889,57,Yes,No,No,Lidar+Camera,No,No,Yes,No,No,19,4.7,8.3,No,Yes,No,Yes,692
Roborock,Roborock V30 Ultra,126,2.6,372,2559,56,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,19,2.9,7.8,Yes,No,Yes,Yes,752
Ecovacs,Ecovacs S37 Pro,95,3.2,384,2414,69,No,No,Yes,Infrared,Yes,Yes,No,Yes,Yes,8,3.4,11.0,Yes,No,Yes,No,196
Neato,Neato R33,83,5.8,436,5557,57,No,No,Yes,Lidar,No,No,No,No,Yes,11,2.5,9.7,Yes,Yes,Yes,No,330
Eufy,Eufy X92 Ultra,119,5.7,537,1567,63,Yes,No,No,Infrared,Yes,Yes,No,No,No,12,4.2,7.6,Yes,No,No,No,621
Samsung,Samsung V10 Ultra,70,5.4,493,5304,60,No,No,Yes,Camera,No,No,No,Yes,No,7,4.4,8.7,Yes,No,Yes,Yes,980
Neato,Neato R68 Max,198,5.0,663,4978,66,No,Yes,Yes,Infrared,No,Yes,No,No,Yes,12,3.9,8.8,Yes,No,Yes,No,421
LG,LG V24 Ultra,136,4.1,698,2598,66,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,No,19,4.4,7.7,No,No,No,Yes,992
iRobot,iRobot R6 Ultra,64,2.5,386,1729,64,Yes,Yes,No,Lidar+Camera,No,No,Yes,No,No,12,4.1,10.3,Yes,Yes,Yes,No,1195
Roborock,Roborock X40,147,3.2,396,1503,64,No,No,No,Lidar+Camera,No,No,No,Yes,No,17,3.0,9.7,Yes,Yes,No,Yes,174
Eufy,Eufy X48 Ultra,82,2.9,633,5403,58,Yes,Yes,No,Infrared,No,No,No,No,No,17,4.9,8.7,Yes,No,No,Yes,732
LG,LG X20,64,4.9,466,2618,70,No,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,No,17,3.6,10.6,No,Yes,No,Yes,1200
iRobot,iRobot X38,167,4.8,677,2010,69,No,No,No,Camera,No,Yes,Yes,No,Yes,15,4.2,9.2,Yes,Yes,Yes,No,416
Eufy,Eufy S25,122,4.6,508,2897,58,No,Yes,Yes,Camera,No,No,No,No,Yes,16,3.3,9.9,Yes,No,No,Yes,722
Dreame,Dreame X72 Pro,87,3.0,390,4576,58,No,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,No,10,5.4,9.0,No,No,No,Yes,752
Ecovacs,Ecovacs X47 Ultra,99,5.7,478,4643,55,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,16,4.1,10.6,No,No,Yes,No,827
Proscenic,Proscenic S83 Ultra,119,4.8,586,2215,68,No,No,No,Infrared,Yes,Yes,Yes,Yes,Yes,17,3.1,9.1,Yes,No,No,Yes,1152
LG,LG X54,93,3.7,671,3146,58,No,No,No,Camera,No,Yes,No,Yes,Yes,10,5.4,7.7,Yes,No,No,No,1197
Eufy,Eufy R36,105,5.6,671,2343,64,No,Yes,Yes,Lidar,Yes,Yes,No,No,No,7,3.3,8.8,No,Yes,No,No,998
Ecovacs,Ecovacs S15 Ultra,141,5.9,569,1998,58,No,No,No,Lidar,No,No,Yes,No,No,6,3.5,10.4,Yes,Yes,Yes,No,599
LG,LG X34 Max,89,2.8,381,5529,64,No,Yes,Yes,Infrared,Yes,No,No,Yes,Yes,14,2.7,10.6,Yes,Yes,No,Yes,803
LG,LG X56 Pro,188,4.3,493,5966,70,Yes,Yes,Yes,Camera,No,Yes,Yes,No,Yes,13,4.4,9.7,No,No,No,No,870
Samsung,Samsung R64 Pro,190,3.1,529,3338,60,No,Yes,No,Lidar,Yes,Yes,Yes,Yes,Yes,11,4.6,9.8,No,Yes,No,No,959
Ecovacs,Ecovacs S83 Ultra,198,5.9,359,2733,57,No,No,No,Lidar,Yes,Yes,Yes,No,Yes,20,2.6,8.8,No,No,No,Yes,967
Samsung,Samsung R36,128,3.8,677,2527,66,No,No,Yes,Lidar,Yes,No,No,Yes,No,16,2.8,7.5,No,No,Yes,Yes,177
Proscenic,Proscenic V63 Ultra,87,2.6,514,3282,57,Yes,Yes,Yes,Infrared,No,No,No,Yes,No,18,5.4,9.4,No,No,Yes,Yes,1199
LG,LG S44 Pro,197,5.8,526,3249,57,No,Yes,Yes,Camera,No,Yes,No,No,Yes,9,3.1,9.9,Yes,No,No,No,671
Ecovacs,Ecovacs R33 Pro,177,3.4,558,5376,55,Yes,No,Yes,Infrared,No,Yes,Yes,No,No,13,4.7,10.6,No,No,No,No,451
Roborock,Roborock R97 Pro,97,5.6,429,2614,60,Yes,No,No,Lidar+Camera,No,Yes,No,No,Yes,12,4.0,8.6,Yes,No,No,No,535
Eufy,Eufy S60,82,3.5,418,4631,69,No,No,Yes,Lidar,No,No,No,No,No,16,4.7,8.3,No,No,No,No,491
Samsung,Samsung X58 Max,93,3.1,447,2444,57,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,No,7,3.6,10.7,Yes,Yes,No,No,527
Samsung,Samsung X76 Pro,192,4.0,506,5430,57,No,Yes,Yes,Lidar,No,Yes,Yes,No,Yes,12,4.3,7.1,Yes,No,No,No,1193
Samsung,Samsung X19 Ultra,109,5.8,425,2983,64,No,No,No,Lidar+Camera,No,Yes,Yes,No,Yes,10,3.5,7.4,Yes,Yes,Yes,Yes,427
Samsung,Samsung X41,184,4.6,540,4876,63,Yes,No,No,Infrared,Yes,Yes,Yes,Yes,Yes,12,3.5,10.7,Yes,Yes,No,No,746
LG,LG V31 Pro,160,3.6,409,4774,67,Yes,No,Yes,Infrared,Yes,Yes,Yes,No,No,16,3.6,8.8,No,Yes,No,Yes,483
Neato,Neato X5 Ultra,173,4.8,700,5270,65,No,Yes,Yes,Camera,No,Yes,No,Yes,No,17,5.4,8.0,No,No,Yes,No,360
Roborock,Roborock X98 Max,191,4.6,560,4363,66,Yes,Yes,No,Camera,No,No,Yes,Yes,No,8,4.1,10.1,No,Yes,Yes,No,1019
Ecovacs,Ecovacs R26 Max,184,4.1,518,5750,70,No,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,10,3.2,8.0,Yes,No,Yes,No,1183
Neato,Neato X30,106,2.8,538,3500,59,No,Yes,No,Camera,No,Yes,No,Yes,No,16,3.1,8.1,Yes,Yes,Yes,No,176
iRobot,iRobot X88 Ultra,89,3.4,388,4519,68,Yes,Yes,No,Lidar,No,No,No,Yes,Yes,7,3.8,10.3,No,Yes,No,No,1088
Dreame,Dreame V45 Pro,141,2.8,399,3891,70,Yes,No,No,Camera,No,Yes,No,Yes,No,12,4.7,7.5,Yes,Yes,Yes,No,430
LG,LG V55 Max,89,5.8,421,2970,56,No,No,Yes,Infrared,No,Yes,No,Yes,No,6,2.8,8.7,Yes,Yes,Yes,Yes,656
iRobot,iRobot S84,102,3.7,680,2841,66,No,No,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,20,4.2,10.2,Yes,Yes,No,No,576
Dreame,Dreame S83 Ultra,116,4.4,429,2213,68,No,Yes,Yes,Camera,No,Yes,No,Yes,No,10,4.1,10.4,Yes,Yes,Yes,Yes,406
Roborock,Roborock X38 Ultra,155,4.2,624,4884,70,No,No,Yes,Infrared,No,Yes,No,Yes,No,16,3.5,7.5,Yes,Yes,Yes,Yes,845
Dreame,Dreame V24,90,5.9,681,5001,62,No,No,Yes,Lidar+Camera,No,Yes,No,Yes,No,12,3.8,8.5,No,No,Yes,No,1199
Samsung,Samsung R68 Max,184,4.9,414,4630,56,Yes,No,No,Lidar+Camera,Yes,Yes,No,No,No,12,3.9,8.4,No,Yes,Yes,Yes,847
Neato,Neato X29 Max,75,5.8,549,3984,59,Yes,Yes,No,Camera,No,Yes,No,No,No,8,2.8,8.3,No,Yes,Yes,Yes,278
Samsung,Samsung V99 Max,82,4.3,630,5555,70,Yes,No,No,Lidar,Yes,No,No,No,No,16,5.2,7.1,No,Yes,Yes,Yes,780
Xiaomi,Xiaomi V32 Ultra,63,4.9,666,5452,56,No,Yes,No,Infrared,Yes,Yes,No,Yes,No,12,4.3,10.4,No,No,No,No,862
Samsung,Samsung R68 Max,194,2.7,437,5818,55,No,Yes,No,Camera,No,Yes,No,Yes,Yes,18,3.5,7.3,No,Yes,Yes,No,416
Dreame,Dreame S67 Ultra,111,4.5,693,4160,58,Yes,Yes,No,Camera,Yes,Yes,No,Yes,Yes,20,3.9,8.9,No,No,No,Yes,789
Samsung,Samsung R51 Ultra,157,3.5,637,1912,67,No,Yes,No,Camera,No,Yes,No,No,Yes,18,2.7,8.2,No,No,No,Yes,974
Eufy,Eufy V66 Pro,133,3.7,509,3008,62,Yes,Yes,No,Infrared,No,No,Yes,No,No,7,3.1,9.5,No,No,No,Yes,1013
Roborock,Roborock V23 Max,98,4.0,528,2616,64,No,No,No,Lidar,No,Yes,No,No,Yes,15,3.7,7.5,Yes,Yes,Yes,No,235
Eufy,Eufy V56 Ultra,139,2.7,352,2219,57,No,No,No,Lidar+Camera,No,No,No,Yes,No,6,3.0,10.0,Yes,Yes,No,No,896
Neato,Neato S39 Max,134,2.6,350,2008,67,No,Yes,Yes,Lidar,Yes,Yes,No,Yes,No,17,3.6,7.9,No,Yes,No,No,444
Neato,Neato X8,199,2.9,410,3396,67,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,No,No,6,4.9,9.4,Yes,No,Yes,No,1055
Ecovacs,Ecovacs R32 Ultra,196,3.9,457,2609,62,Yes,Yes,Yes,Infrared,Yes,No,No,No,Yes,10,4.1,9.6,Yes,Yes,No,Yes,725
LG,LG R82,62,2.5,613,2317,57,Yes,Yes,No,Lidar,No,No,No,Yes,No,16,3.5,10.0,No,Yes,No,No,164
LG,LG R94 Pro,135,3.0,627,3713,68,Yes,Yes,Yes,Camera,Yes,Yes,Yes,Yes,No,6,5.4,10.5,Yes,No,No,No,435
iRobot,iRobot X64,96,3.1,646,5353,66,Yes,No,No,Infrared,No,No,Yes,Yes,No,13,5.0,10.2,Yes,No,Yes,Yes,1115
Samsung,Samsung V94 Pro,98,5.6,541,4371,58,No,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,20,3.1,7.2,No,No,No,Yes,1121
Eufy,Eufy X41 Max,90,5.0,466,5509,61,Yes,Yes,Yes,Infrared,No,Yes,No,No,No,12,5.1,9.2,Yes,Yes,No,Yes,385
Samsung,Samsung X23 Ultra,77,4.3,483,2447,62,Yes,Yes,Yes,Camera,No,No,Yes,Yes,Yes,15,5.4,8.7,Yes,Yes,Yes,No,333
Xiaomi,Xiaomi R70,150,3.2,690,5508,57,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,15,5.4,10.8,Yes,No,Yes,No,980
Samsung,Samsung X40,176,5.6,488,4518,65,No,No,Yes,Infrared,No,Yes,Yes,No,Yes,16,2.6,7.6,Yes,No,No,Yes,1061
LG,LG R54 Pro,61,3.2,471,3449,69,No,Yes,No,Infrared,No,No,Yes,No,No,10,4.0,10.5,No,No,No,No,951
Dreame,Dreame S39 Max,189,3.8,606,2841,64,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,10,2.5,10.0,No,Yes,No,Yes,201
Ecovacs,Ecovacs S59 Pro,189,5.5,495,3578,58,Yes,No,Yes,Camera,No,No,No,No,No,18,3.5,9.2,No,No,Yes,Yes,1067
LG,LG X22,104,4.0,454,5536,67,Yes,Yes,Yes,Lidar,No,No,No,No,Yes,13,5.3,7.6,Yes,No,No,Yes,847
Ecovacs,Ecovacs R99 Max,148,5.9,523,4260,63,Yes,Yes,Yes,Camera,Yes,No,No,No,Yes,13,4.9,10.2,No,Yes,No,Yes,717
Ecovacs,Ecovacs V89 Pro,132,4.2,546,4616,59,Yes,Yes,No,Lidar+Camera,Yes,No,No,No,Yes,7,5.2,7.5,Yes,Yes,Yes,No,427
Dreame,Dreame X68 Pro,190,3.4,360,4098,56,Yes,No,No,Lidar+Camera,No,No,No,Yes,No,7,4.6,9.1,No,No,No,Yes,826
iRobot,iRobot V63,100,5.4,532,1773,65,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,No,No,No,9,2.5,7.9,Yes,No,No,Yes,1163
Proscenic,Proscenic R63,79,4.3,695,4598,55,Yes,Yes,Yes,Lidar,No,No,No,Yes,Yes,8,5.3,9.8,Yes,Yes,No,Yes,972
Xiaomi,Xiaomi S13 Ultra,73,5.1,498,1598,57,Yes,Yes,Yes,Infrared,No,Yes,No,No,Yes,16,4.8,8.0,No,Yes,No,No,598
Eufy,Eufy R16 Max,75,5.7,500,3849,60,No,No,No,Lidar,Yes,Yes,No,No,Yes,14,3.8,8.2,Yes,No,No,Yes,416
Xiaomi,Xiaomi V90 Pro,112,4.4,375,2126,70,No,No,No,Camera,No,No,No,Yes,Yes,13,4.3,9.4,No,Yes,No,Yes,324
Neato,Neato V88 Ultra,86,4.2,383,4272,70,No,No,No,Infrared,No,Yes,Yes,No,No,10,5.4,10.8,No,Yes,Yes,Yes,1017
Eufy,Eufy X70 Pro,165,5.3,504,4478,65,Yes,No,No,Lidar,No,No,Yes,No,No,20,3.8,8.5,No,Yes,Yes,No,432
Xiaomi,Xiaomi R31 Max,133,5.7,537,1963,70,Yes,No,No,Camera,No,No,No,Yes,No,19,5.4,7.6,Yes,No,Yes,No,816
LG,LG X88 Pro,170,4.8,501,3928,57,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,19,2.7,8.9,No,Yes,No,Yes,897
LG,LG X8 Ultra,119,3.6,503,5646,59,Yes,No,No,Lidar+Camera,Yes,No,No,No,Yes,11,2.8,8.6,No,No,No,Yes,391
Xiaomi,Xiaomi V69 Pro,97,2.6,526,4075,58,Yes,No,No,Camera,Yes,No,Yes,Yes,No,15,5.0,9.3,No,No,Yes,No,530
Roborock,Roborock V72 Max,140,5.4,595,4404,61,Yes,Yes,No,Infrared,Yes,No,No,Yes,Yes,14,3.1,9.2,No,No,Yes,Yes,726
Dreame,Dreame X88,167,4.5,387,2481,55,Yes,Yes,Yes,Camera,No,No,No,No,Yes,20,4.2,9.0,No,Yes,Yes,Yes,702
Dreame,Dreame S60,100,4.5,411,2796,68,No,No,Yes,Lidar,No,No,No,Yes,No,7,4.7,8.9,Yes,No,No,No,240
Xiaomi,Xiaomi R23,183,5.0,410,1979,59,Yes,Yes,No,Camera,No,No,Yes,No,Yes,15,2.9,7.9,Yes,No,Yes,No,804
Roborock,Roborock R22 Pro,181,5.5,680,2439,57,Yes,Yes,Yes,Lidar,No,Yes,Yes,Yes,No,6,5.3,10.2,Yes,No,No,No,950
Roborock,Roborock V10 Ultra,165,2.5,441,1972,69,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,No,Yes,20,2.8,7.5,Yes,Yes,Yes,No,301
Xiaomi,Xiaomi V32 Ultra,104,4.4,551,4457,59,Yes,Yes,Yes,Lidar,No,Yes,Yes,No,Yes,17,4.5,9.9,No,No,Yes,No,1031
Eufy,Eufy R54,179,5.6,650,4051,60,No,No,Yes,Lidar+Camera,No,Yes,No,No,No,15,4.0,10.4,Yes,No,No,Yes,933
Roborock,Roborock X66 Pro,95,3.5,399,5380,68,No,No,Yes,Lidar,Yes,Yes,No,No,No,6,3.2,7.4,Yes,No,No,No,625
Samsung,Samsung X75 Pro,176,3.6,471,3710,67,Yes,No,No,Lidar+Camera,No,No,Yes,Yes,Yes,19,4.9,9.8,No,No,Yes,Yes,431
Dreame,Dreame V26 Ultra,125,4.3,464,5245,70,Yes,Yes,No,Lidar,Yes,No,Yes,No,No,14,4.7,7.6,No,Yes,Yes,Yes,362
iRobot,iRobot V52 Ultra,91,2.9,489,2558,61,Yes,No,No,Infrared,No,Yes,No,No,Yes,15,3.1,8.4,Yes,No,Yes,No,1098
Samsung,Samsung X53 Ultra,70,3.5,539,3866,61,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,No,6,4.5,7.1,Yes,Yes,Yes,No,637
Proscenic,Proscenic R39 Max,157,5.6,486,4465,64,Yes,No,Yes,Lidar,Yes,Yes,No,No,Yes,18,4.3,9.0,No,Yes,No,No,410
Roborock,Roborock R32 Pro,189,3.4,359,5422,64,Yes,No,Yes,Camera,No,Yes,No,Yes,No,8,4.4,10.6,No,Yes,Yes,No,1067
Ecovacs,Ecovacs X25 Max,60,3.2,689,5649,62,Yes,Yes,Yes,Lidar,Yes,Yes,No,No,No,20,3.9,7.9,Yes,No,No,Yes,676
iRobot,iRobot R95 Max,73,2.5,363,5658,63,Yes,No,No,Camera,No,No,Yes,No,Yes,11,3.1,7.2,No,No,No,No,1007
Proscenic,Proscenic R9 Pro,99,3.6,483,1776,56,Yes,Yes,Yes,Infrared,No,No,No,No,No,17,3.7,9.8,No,No,Yes,No,1142
iRobot,iRobot R75 Ultra,164,4.6,664,5163,56,No,No,Yes,Lidar,Yes,No,Yes,Yes,No,20,4.4,7.1,No,Yes,No,No,327
Xiaomi,Xiaomi S36 Pro,171,5.2,665,3689,63,No,Yes,Yes,Camera,Yes,Yes,Yes,No,No,19,5.3,8.2,No,No,No,No,270
Roborock,Roborock R26 Pro,128,4.8,378,5948,70,Yes,No,No,Camera,No,Yes,Yes,Yes,No,11,5.3,10.9,Yes,Yes,Yes,No,630
LG,LG X94 Pro,111,4.9,692,1986,58,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,No,20,3.1,8.4,No,No,Yes,Yes,717
Eufy,Eufy S29 Ultra,103,5.3,674,4223,66,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,18,5.0,7.9,No,Yes,Yes,No,403
Roborock,Roborock S28 Ultra,161,3.0,403,4958,67,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,No,19,3.2,10.2,No,No,Yes,No,299
iRobot,iRobot S21 Pro,63,5.8,460,3591,67,No,Yes,No,Infrared,Yes,No,Yes,No,Yes,18,2.6,8.1,No,Yes,No,No,1158
Xiaomi,Xiaomi S54 Pro,134,2.9,664,4176,63,No,Yes,Yes,Camera,No,No,No,No,Yes,8,5.3,10.4,No,No,Yes,No,383
Dreame,Dreame R78,192,2.6,610,4107,57,Yes,No,Yes,Camera,No,Yes,Yes,Yes,Yes,20,5.1,10.4,Yes,No,No,Yes,1141
Dreame,Dreame S85,114,2.7,670,4984,69,Yes,No,No,Camera,Yes,No,Yes,Yes,No,7,2.8,8.8,No,No,Yes,No,437
Dreame,Dreame S26 Max,103,4.7,661,4327,63,Yes,No,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,14,2.6,10.8,Yes,No,No,Yes,406
Xiaomi,Xiaomi R89 Ultra,152,5.7,485,5883,67,Yes,No,Yes,Infrared,Yes,Yes,Yes,Yes,No,13,2.9,8.4,Yes,Yes,Yes,No,697
Neato,Neato S15 Pro,83,3.7,596,3220,63,Yes,No,No,Infrared,No,No,No,No,No,16,4.3,8.7,Yes,No,Yes,No,739
Neato,Neato S25 Max,161,4.6,590,4014,68,Yes,No,No,Camera,No,Yes,Yes,Yes,Yes,12,2.6,8.6,Yes,Yes,Yes,No,1120
Proscenic,Proscenic V6 Pro,107,5.7,498,4126,69,Yes,Yes,No,Camera,No,Yes,No,No,Yes,10,3.6,9.7,No,No,No,Yes,156
Eufy,Eufy X48,90,5.5,373,2477,61,No,Yes,No,Lidar+Camera,No,No,Yes,Yes,No,9,3.8,9.9,Yes,No,Yes,Yes,587
Eufy,Eufy R18 Ultra,188,5.9,607,3736,63,Yes,Yes,No,Camera,No,Yes,Yes,No,Yes,19,5.1,7.2,No,Yes,Yes,Yes,253
Proscenic,Proscenic X43,163,5.8,544,5990,61,No,Yes,Yes,Infrared,Yes,No,No,No,Yes,19,3.0,8.1,Yes,Yes,Yes,No,413
LG,LG R53 Ultra,139,5.8,569,3940,64,No,No,No,Infrared,No,Yes,No,No,Yes,16,5.3,10.7,No,Yes,Yes,No,468
iRobot,iRobot S26 Max,62,3.6,662,2960,57,No,Yes,No,Camera,No,Yes,No,No,No,7,3.6,9.2,No,No,Yes,No,1057
Dreame,Dreame R16 Pro,100,2.9,352,5584,59,No,Yes,No,Lidar+Camera,No,No,No,Yes,No,12,4.5,7.2,Yes,No,No,No,1144
Roborock,Roborock S22 Pro,113,5.1,397,3792,62,No,No,Yes,Lidar,No,No,Yes,No,No,13,4.1,10.9,Yes,Yes,Yes,No,207
Ecovacs,Ecovacs S56 Ultra,185,2.9,363,5118,57,Yes,No,Yes,Lidar+Camera,No,No,No,No,No,9,4.6,9.9,Yes,Yes,Yes,Yes,409
iRobot,iRobot R67 Max,156,2.9,352,2159,58,Yes,No,No,Lidar,Yes,No,Yes,No,No,19,4.0,9.9,Yes,No,Yes,No,1028
Neato,Neato R29 Ultra,191,5.4,592,4739,69,No,No,Yes,Infrared,No,No,Yes,No,No,13,3.9,7.6,No,Yes,Yes,No,1049
iRobot,iRobot S71 Pro,167,4.3,622,2908,55,No,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,14,2.9,9.6,Yes,No,No,No,253
Ecovacs,Ecovacs V9 Ultra,188,4.4,379,2196,64,Yes,No,No,Lidar+Camera,No,Yes,No,Yes,No,6,3.2,8.8,No,No,No,Yes,754
Proscenic,Proscenic R38,118,5.2,474,2384,63,Yes,Yes,No,Camera,Yes,Yes,Yes,No,Yes,6,3.5,10.6,No,Yes,Yes,Yes,837
Xiaomi,Xiaomi R5,190,5.2,463,4481,64,Yes,Yes,Yes,Lidar,Yes,No,No,Yes,No,16,5.0,9.6,No,No,Yes,No,1196
iRobot,iRobot S30 Ultra,145,3.5,680,5567,66,No,Yes,Yes,Lidar,No,No,Yes,Yes,No,14,5.0,8.6,No,Yes,Yes,No,211
Dreame,Dreame S18 Max,161,5.4,677,5418,55,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,No,Yes,6,5.4,8.3,Yes,Yes,No,No,624
Proscenic,Proscenic X6 Ultra,151,5.6,451,2251,68,Yes,No,Yes,Lidar,Yes,Yes,Yes,No,No,19,3.7,8.6,No,Yes,Yes,Yes,896
Roborock,Roborock X30 Max,145,5.0,557,2299,68,No,No,Yes,Camera,Yes,No,Yes,No,Yes,14,3.0,10.2,No,Yes,No,Yes,453
iRobot,iRobot V70 Max,155,5.2,547,3015,58,No,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,17,3.2,7.9,No,No,No,Yes,1044
Dreame,Dreame R55,110,2.6,435,2780,70,Yes,No,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,7,3.9,8.3,Yes,Yes,No,Yes,1090
Proscenic,Proscenic R84 Max,184,4.7,396,3471,60,No,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,10,3.6,7.8,No,No,Yes,Yes,927
Proscenic,Proscenic R83 Max,162,4.8,577,2700,69,Yes,Yes,Yes,Camera,No,No,Yes,Yes,Yes,20,4.3,7.6,No,Yes,No,Yes,223
Proscenic,Proscenic X41 Pro,109,5.2,586,2061,61,Yes,Yes,Yes,Lidar,No,No,Yes,Yes,Yes,15,3.8,9.9,Yes,Yes,Yes,No,489
Roborock,Roborock X9 Max,125,6.0,666,3915,60,No,Yes,Yes,Infrared,No,Yes,Yes,Yes,Yes,20,5.4,10.0,No,No,Yes,No,744
iRobot,iRobot R98,60,5.4,399,3803,69,No,No,Yes,Camera,Yes,Yes,No,Yes,No,13,4.7,8.9,Yes,No,Yes,No,1161
Neato,Neato V33 Max,177,5.3,470,3741,67,No,No,Yes,Camera,No,Yes,Yes,No,No,6,2.6,10.3,No,No,No,Yes,1081
Proscenic,Proscenic V30,70,5.1,485,3594,62,Yes,Yes,No,Infrared,No,No,No,Yes,No,10,4.0,8.3,Yes,Yes,No,Yes,948
Roborock,Roborock X82 Ultra,174,3.5,649,5411,62,No,Yes,No,Lidar,No,Yes,No,No,No,15,3.3,10.1,No,No,No,No,658
Roborock,Roborock X7 Max,162,3.3,584,3761,61,Yes,Yes,Yes,Infrared,No,Yes,Yes,Yes,No,15,5.3,7.4,No,Yes,No,No,554
iRobot,iRobot S74 Ultra,121,3.2,487,2332,64,No,Yes,Yes,Lidar,Yes,No,No,Yes,Yes,17,4.3,7.2,No,Yes,Yes,Yes,300
iRobot,iRobot V22 Max,102,3.6,461,2414,58,Yes,No,Yes,Infrared,Yes,No,No,Yes,No,10,2.8,9.9,Yes,No,No,No,484
Eufy,Eufy X94 Ultra,185,3.8,375,2263,70,No,Yes,No,Infrared,Yes,No,Yes,Yes,No,17,5.3,10.1,Yes,Yes,No,Yes,786
Eufy,Eufy X24 Max,172,5.6,413,3137,69,Yes,No,No,Lidar+Camera,No,No,No,Yes,Yes,11,3.1,10.1,Yes,Yes,No,No,430
Samsung,Samsung R7 Ultra,174,5.4,433,4335,60,No,No,No,Infrared,No,Yes,Yes,No,No,17,5.1,9.6,No,Yes,Yes,Yes,490
Roborock,Roborock X50 Ultra,108,3.5,479,5183,64,No,No,Yes,Infrared,Yes,No,No,No,No,6,5.0,7.4,Yes,Yes,Yes,No,522
Roborock,Roborock V68,115,4.7,438,2172,66,Yes,No,Yes,Lidar,No,No,No,No,Yes,12,2.8,10.3,No,No,Yes,No,462
iRobot,iRobot X67 Pro,126,3.3,359,2329,66,Yes,Yes,No,Camera,Yes,No,Yes,No,No,8,3.2,8.9,Yes,No,No,Yes,945
Dreame,Dreame V75 Max,145,4.5,651,1604,58,No,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,14,5.4,10.6,Yes,No,Yes,No,956
Eufy,Eufy S89 Ultra,92,3.8,661,4692,68,Yes,No,No,Camera,No,Yes,No,Yes,No,20,5.4,9.8,Yes,Yes,No,Yes,1135
Neato,Neato V87 Max,171,5.7,423,2699,60,Yes,No,No,Lidar+Camera,No,No,Yes,No,No,19,3.0,7.3,No,Yes,Yes,Yes,343
Proscenic,Proscenic R7 Max,70,5.7,532,4152,70,No,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,15,4.1,10.6,Yes,No,Yes,No,462
Proscenic,Proscenic S59,68,2.8,411,1597,65,Yes,Yes,No,Lidar+Camera,No,Yes,Yes,Yes,No,11,3.7,10.5,No,Yes,Yes,No,981
Ecovacs,Ecovacs V5,134,3.6,503,4159,57,Yes,No,No,Lidar+Camera,No,Yes,No,No,Yes,10,2.7,8.0,Yes,Yes,Yes,No,924
iRobot,iRobot X94,131,2.6,563,3883,56,Yes,Yes,No,Lidar,No,Yes,Yes,No,No,13,4.1,8.9,Yes,No,Yes,Yes,886
